j_gene	productive	vj_in_frame	N	subject
TRBJ1-3,TRBJ1-6,TRBJ2-2P	FALSE	FALSE	1	HIP02875
TRBJ1-4	FALSE	FALSE	2312	HIP02875
TRBJ1-4	FALSE	TRUE	196	HIP02875
TRBJ1-4	TRUE	TRUE	11524	HIP02875
TRBJ1-4,TRBJ2-2	TRUE	TRUE	2	HIP02875
TRBJ1-5	FALSE	FALSE	4988	HIP02875
TRBJ1-5	FALSE	TRUE	347	HIP02875
TRBJ1-5	TRUE	TRUE	16752	HIP02875
TRBJ1-6	FALSE	FALSE	2466	HIP02875
TRBJ1-6	FALSE	TRUE	164	HIP02875
TRBJ1-6	TRUE	TRUE	11528	HIP02875
TRBJ2-1	FALSE	FALSE	4224	HIP02875
TRBJ2-1	FALSE	TRUE	460	HIP02875
TRBJ2-1	TRUE	TRUE	23291	HIP02875
TRBJ2-1,TRBJ2-5	FALSE	FALSE	35	HIP02875
TRBJ2-1,TRBJ2-5	FALSE	TRUE	2	HIP02875
TRBJ2-1,TRBJ2-5	TRUE	TRUE	52	HIP02875
TRBJ2-1,TRBJ2-5,TRBJ2-7	TRUE	TRUE	1	HIP02875
TRBJ2-1,TRBJ2-7	FALSE	FALSE	5	HIP02875
TRBJ2-1,TRBJ2-7	TRUE	TRUE	10	HIP02875
TRBJ2-2	FALSE	FALSE	2759	HIP02875
TRBJ2-2	FALSE	TRUE	258	HIP02875
TRBJ2-2	TRUE	TRUE	14528	HIP02875
TRBJ2-2P	FALSE	FALSE	2	HIP02875
TRBJ2-2P	FALSE	TRUE	2	HIP02875
TRBJ2-2P	TRUE	TRUE	2	HIP02875
TRBJ2-3	FALSE	FALSE	3935	HIP02875
TRBJ2-3	FALSE	TRUE	454	HIP02875
TRBJ2-3	TRUE	TRUE	21992	HIP02875
TRBJ2-3,TRBJ2-4	FALSE	FALSE	1	HIP02875
TRBJ2-4	FALSE	FALSE	977	HIP02875
TRBJ2-4	FALSE	TRUE	100	HIP02875
TRBJ2-4	TRUE	TRUE	2817	HIP02875
TRBJ2-4,TRBJ2-7	TRUE	TRUE	1	HIP02875
TRBJ2-5	FALSE	FALSE	3975	HIP02875
TRBJ2-5	FALSE	TRUE	528	HIP02875
TRBJ2-5	TRUE	TRUE	20546	HIP02875
TRBJ2-5,TRBJ2-7	FALSE	FALSE	16	HIP02875
TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	HIP02875
TRBJ2-5,TRBJ2-7	TRUE	TRUE	57	HIP02875
TRBJ2-6	FALSE	FALSE	740	HIP02875
TRBJ2-6	FALSE	TRUE	50	HIP02875
TRBJ2-6	TRUE	TRUE	3426	HIP02875
TRBJ2-6,TRBJ2-7	FALSE	FALSE	1	HIP02875
TRBJ2-7	FALSE	FALSE	9023	HIP02875
TRBJ2-7	FALSE	TRUE	773	HIP02875
TRBJ2-7	TRUE	TRUE	35151	HIP02875
TRBJ1-1	FALSE	FALSE	1380	HIP02877
TRBJ1-1	FALSE	TRUE	104	HIP02877
TRBJ1-1	TRUE	TRUE	9528	HIP02877
TRBJ1-1,TRBJ1-5	FALSE	FALSE	1	HIP02877
TRBJ1-2	FALSE	FALSE	1193	HIP02877
TRBJ1-2	FALSE	TRUE	115	HIP02877
TRBJ1-2	TRUE	TRUE	8206	HIP02877
TRBJ1-2,TRBJ2-2P	FALSE	FALSE	1	HIP02877
TRBJ1-2,TRBJ2-7	TRUE	TRUE	1	HIP02877
TRBJ1-3	FALSE	FALSE	265	HIP02877
TRBJ1-3	FALSE	TRUE	29	HIP02877
TRBJ1-3	TRUE	TRUE	1729	HIP02877
TRBJ1-3,TRBJ1-6	TRUE	TRUE	1	HIP02877
TRBJ1-3,TRBJ2-2	FALSE	FALSE	1	HIP02877
TRBJ1-4	FALSE	FALSE	449	HIP02877
TRBJ1-4	FALSE	TRUE	45	HIP02877
TRBJ1-4	TRUE	TRUE	2696	HIP02877
TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	HIP02877
TRBJ1-4,TRBJ2-2P	TRUE	TRUE	1	HIP02877
TRBJ1-5	FALSE	FALSE	1218	HIP02877
TRBJ1-5	FALSE	TRUE	100	HIP02877
TRBJ1-5	TRUE	TRUE	5548	HIP02877
TRBJ1-6	FALSE	FALSE	608	HIP02877
TRBJ1-6	FALSE	TRUE	39	HIP02877
TRBJ1-6	TRUE	TRUE	3942	HIP02877
TRBJ1-6,TRBJ2-2P,TRBJ2-6	FALSE	FALSE	1	HIP02877
TRBJ1-6,TRBJ2-6	TRUE	TRUE	1	HIP02877
TRBJ2-1	FALSE	FALSE	874	HIP02877
TRBJ2-1	FALSE	TRUE	93	HIP02877
TRBJ2-1	TRUE	TRUE	6305	HIP02877
TRBJ2-1,TRBJ2-5	FALSE	FALSE	5	HIP02877
TRBJ2-1,TRBJ2-5	FALSE	TRUE	2	HIP02877
TRBJ2-1,TRBJ2-5	TRUE	TRUE	20	HIP02877
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	HIP02877
TRBJ2-1,TRBJ2-7	FALSE	FALSE	2	HIP02877
TRBJ2-1,TRBJ2-7	TRUE	TRUE	3	HIP02877
TRBJ2-2	FALSE	FALSE	488	HIP02877
TRBJ2-2	FALSE	TRUE	55	HIP02877
TRBJ2-2	TRUE	TRUE	3749	HIP02877
TRBJ2-2P	FALSE	FALSE	2	HIP02877
TRBJ2-3	FALSE	FALSE	731	HIP02877
TRBJ2-3	FALSE	TRUE	93	HIP02877
TRBJ2-3	TRUE	TRUE	5494	HIP02877
TRBJ2-4	FALSE	FALSE	169	HIP02877
TRBJ2-4	FALSE	TRUE	16	HIP02877
TRBJ2-4	TRUE	TRUE	657	HIP02877
TRBJ2-5	FALSE	FALSE	893	HIP02877
TRBJ2-5	FALSE	TRUE	116	HIP02877
TRBJ2-5	TRUE	TRUE	5369	HIP02877
TRBJ2-5,TRBJ2-7	FALSE	FALSE	2	HIP02877
TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	HIP02877
TRBJ2-5,TRBJ2-7	TRUE	TRUE	12	HIP02877
TRBJ2-6	FALSE	FALSE	169	HIP02877
TRBJ2-6	FALSE	TRUE	11	HIP02877
TRBJ2-6	TRUE	TRUE	1183	HIP02877
TRBJ2-7	FALSE	FALSE	2000	HIP02877
TRBJ2-7	FALSE	TRUE	193	HIP02877
TRBJ2-7	TRUE	TRUE	11061	HIP02877
TRBJ1-1	FALSE	FALSE	7393	HIP02928
TRBJ1-1	FALSE	TRUE	544	HIP02928
TRBJ1-1	TRUE	TRUE	39840	HIP02928
TRBJ1-1,TRBJ1-3	TRUE	TRUE	1	HIP02928
TRBJ1-1,TRBJ1-3,TRBJ2-2	TRUE	TRUE	1	HIP02928
TRBJ1-1,TRBJ1-6,TRBJ2-4	FALSE	FALSE	1	HIP02928
TRBJ1-1,TRBJ1-6,TRBJ2-6	FALSE	FALSE	2	HIP02928
TRBJ1-1,TRBJ2-1	TRUE	TRUE	1	HIP02928
TRBJ1-2	FALSE	FALSE	6889	HIP02928
TRBJ1-2	FALSE	TRUE	508	HIP02928
TRBJ1-2	TRUE	TRUE	34833	HIP02928
TRBJ1-2,TRBJ2-2	FALSE	FALSE	1	HIP02928
TRBJ1-2,TRBJ2-6	FALSE	FALSE	2	HIP02928
TRBJ1-2,TRBJ2-7	FALSE	TRUE	1	HIP02928
TRBJ1-3	FALSE	FALSE	1984	HIP02928
TRBJ1-3	FALSE	TRUE	134	HIP02928
TRBJ1-3	TRUE	TRUE	8781	HIP02928
TRBJ1-3,TRBJ1-6	TRUE	TRUE	1	HIP02928
TRBJ1-3,TRBJ1-6,TRBJ2-2	TRUE	TRUE	1	HIP02928
TRBJ1-3,TRBJ2-2	FALSE	FALSE	1	HIP02928
TRBJ1-3,TRBJ2-2	FALSE	TRUE	1	HIP02928
TRBJ1-3,TRBJ2-2	TRUE	TRUE	5	HIP02928
TRBJ1-4	FALSE	FALSE	2607	HIP02928
TRBJ1-4	FALSE	TRUE	179	HIP02928
TRBJ1-4	TRUE	TRUE	11401	HIP02928
TRBJ1-4,TRBJ2-2	FALSE	FALSE	2	HIP02928
TRBJ1-4,TRBJ2-2	TRUE	TRUE	1	HIP02928
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	HIP02928
TRBJ1-5	FALSE	FALSE	5660	HIP02928
TRBJ1-5	FALSE	TRUE	405	HIP02928
TRBJ1-5	TRUE	TRUE	16777	HIP02928
TRBJ1-5,TRBJ2-7	TRUE	TRUE	1	HIP02928
TRBJ1-6	FALSE	FALSE	2741	HIP02928
TRBJ1-6	FALSE	TRUE	202	HIP02928
TRBJ1-6	TRUE	TRUE	12108	HIP02928
TRBJ1-6,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	HIP02928
TRBJ2-1	FALSE	FALSE	5154	HIP02928
TRBJ2-1	FALSE	TRUE	549	HIP02928
TRBJ2-1	TRUE	TRUE	29173	HIP02928
TRBJ2-1,TRBJ2-2,TRBJ2-5	FALSE	FALSE	1	HIP02928
TRBJ2-1,TRBJ2-2P,TRBJ2-5	FALSE	FALSE	1	HIP02928
TRBJ2-1,TRBJ2-2P,TRBJ2-5	TRUE	TRUE	1	HIP02928
TRBJ2-1,TRBJ2-5	FALSE	FALSE	71	HIP02928
TRBJ2-1,TRBJ2-5	FALSE	TRUE	1	HIP02928
TRBJ2-1,TRBJ2-5	TRUE	TRUE	87	HIP02928
TRBJ2-1,TRBJ2-5,TRBJ2-6	FALSE	TRUE	1	HIP02928
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	2	HIP02928
TRBJ2-1,TRBJ2-5,TRBJ2-7	FALSE	FALSE	1	HIP02928
TRBJ2-1,TRBJ2-7	FALSE	FALSE	8	HIP02928
TRBJ2-1,TRBJ2-7	TRUE	TRUE	15	HIP02928
TRBJ2-2	FALSE	FALSE	3221	HIP02928
TRBJ2-2	FALSE	TRUE	321	HIP02928
TRBJ2-2	TRUE	TRUE	17687	HIP02928
TRBJ2-2P	FALSE	FALSE	3	HIP02928
TRBJ2-3	FALSE	FALSE	4672	HIP02928
TRBJ2-3	FALSE	TRUE	521	HIP02928
TRBJ2-3	TRUE	TRUE	26608	HIP02928
TRBJ2-3,TRBJ2-7	FALSE	FALSE	1	HIP02928
TRBJ2-4	FALSE	FALSE	1119	HIP02928
TRBJ2-4	FALSE	TRUE	100	HIP02928
TRBJ2-4	TRUE	TRUE	3103	HIP02928
TRBJ2-4,TRBJ2-5	TRUE	TRUE	1	HIP02928
TRBJ2-5	FALSE	FALSE	4361	HIP02928
TRBJ2-5	FALSE	TRUE	539	HIP02928
TRBJ2-5	TRUE	TRUE	21779	HIP02928
TRBJ2-5,TRBJ2-7	FALSE	FALSE	19	HIP02928
TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	HIP02928
TRBJ2-5,TRBJ2-7	TRUE	TRUE	79	HIP02928
TRBJ2-6	FALSE	FALSE	809	HIP02928
TRBJ2-6	FALSE	TRUE	67	HIP02928
TRBJ2-6	TRUE	TRUE	4045	HIP02928
TRBJ2-6,TRBJ2-7	TRUE	TRUE	3	HIP02928
TRBJ2-7	FALSE	FALSE	10202	HIP02928
TRBJ2-7	FALSE	TRUE	820	HIP02928
TRBJ2-7	TRUE	TRUE	43342	HIP02928
TRBJ1-1	FALSE	FALSE	3191	HIP02931
TRBJ1-1	FALSE	TRUE	264	HIP02931
TRBJ1-1	TRUE	TRUE	27280	HIP02931
TRBJ1-1,TRBJ2-2	FALSE	FALSE	1	HIP02931
TRBJ1-1,TRBJ2-2	TRUE	TRUE	1	HIP02931
TRBJ1-1,TRBJ2-6	TRUE	TRUE	1	HIP02931
TRBJ1-2	FALSE	FALSE	2760	HIP02931
TRBJ1-2	FALSE	TRUE	233	HIP02931
TRBJ1-2	TRUE	TRUE	23619	HIP02931
TRBJ1-2,TRBJ1-3	FALSE	FALSE	1	HIP02931
TRBJ1-2,TRBJ2-1,TRBJ2-5	TRUE	TRUE	1	HIP02931
TRBJ1-2,TRBJ2-2	FALSE	FALSE	1	HIP02931
TRBJ1-2,TRBJ2-2	TRUE	TRUE	1	HIP02931
TRBJ1-2,TRBJ2-7	FALSE	FALSE	1	HIP02931
TRBJ1-3	FALSE	FALSE	872	HIP02931
TRBJ1-3	FALSE	TRUE	67	HIP02931
TRBJ1-3	TRUE	TRUE	5880	HIP02931
TRBJ1-3,TRBJ2-2	FALSE	FALSE	1	HIP02931
TRBJ1-3,TRBJ2-2	TRUE	TRUE	3	HIP02931
TRBJ1-4	FALSE	FALSE	1064	HIP02931
TRBJ1-4	FALSE	TRUE	97	HIP02931
TRBJ1-4	TRUE	TRUE	7405	HIP02931
TRBJ1-5	FALSE	FALSE	2570	HIP02931
TRBJ1-5	FALSE	TRUE	195	HIP02931
TRBJ1-5	TRUE	TRUE	12764	HIP02931
TRBJ1-6	FALSE	FALSE	717	HIP02931
TRBJ1-6	FALSE	TRUE	57	HIP02931
TRBJ1-6	TRUE	TRUE	5068	HIP02931
TRBJ1-6,TRBJ2-2	FALSE	FALSE	1	HIP02931
TRBJ2-1	FALSE	FALSE	2952	HIP02931
TRBJ2-1	FALSE	TRUE	384	HIP02931
TRBJ2-1	TRUE	TRUE	21463	HIP02931
TRBJ2-1,TRBJ2-2,TRBJ2-5	FALSE	FALSE	1	HIP02931
TRBJ2-1,TRBJ2-5	FALSE	FALSE	19	HIP02931
TRBJ2-1,TRBJ2-5	FALSE	TRUE	1	HIP02931
TRBJ2-1,TRBJ2-5	TRUE	TRUE	39	HIP02931
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	HIP02931
TRBJ2-1,TRBJ2-5,TRBJ2-7	FALSE	FALSE	2	HIP02931
TRBJ2-1,TRBJ2-5,TRBJ2-7	TRUE	TRUE	3	HIP02931
TRBJ2-1,TRBJ2-7	FALSE	TRUE	1	HIP02931
TRBJ2-1,TRBJ2-7	TRUE	TRUE	4	HIP02931
TRBJ2-2	FALSE	FALSE	1335	HIP02931
TRBJ2-2	FALSE	TRUE	170	HIP02931
TRBJ2-2	TRUE	TRUE	10132	HIP02931
TRBJ2-2P	FALSE	FALSE	2	HIP02931
TRBJ2-2P	TRUE	TRUE	1	HIP02931
TRBJ2-3	FALSE	FALSE	2063	HIP02931
TRBJ2-3	FALSE	TRUE	247	HIP02931
TRBJ2-3	TRUE	TRUE	14488	HIP02931
TRBJ2-4	FALSE	FALSE	502	HIP02931
TRBJ2-4	FALSE	TRUE	58	HIP02931
TRBJ2-4	TRUE	TRUE	1946	HIP02931
TRBJ2-5	FALSE	FALSE	1739	HIP02931
TRBJ2-5	FALSE	TRUE	266	HIP02931
TRBJ2-5	TRUE	TRUE	11506	HIP02931
TRBJ2-5,TRBJ2-7	FALSE	FALSE	3	HIP02931
TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	HIP02931
TRBJ2-5,TRBJ2-7	TRUE	TRUE	29	HIP02931
TRBJ2-6	FALSE	FALSE	413	HIP02931
TRBJ2-6	FALSE	TRUE	31	HIP02931
TRBJ2-6	TRUE	TRUE	2409	HIP02931
TRBJ2-6,TRBJ2-7	FALSE	FALSE	2	HIP02931
TRBJ2-7	FALSE	FALSE	4784	HIP02931
TRBJ2-7	FALSE	TRUE	546	HIP02931
TRBJ2-7	TRUE	TRUE	17072	HIP02931
TRBJ1-1	FALSE	FALSE	7453	HIP02947
TRBJ1-1	FALSE	TRUE	617	HIP02947
TRBJ1-1	TRUE	TRUE	42208	HIP02947
TRBJ1-1,TRBJ1-2	TRUE	TRUE	1	HIP02947
TRBJ1-1,TRBJ1-3	FALSE	FALSE	1	HIP02947
TRBJ1-1,TRBJ1-3	TRUE	TRUE	1	HIP02947
TRBJ1-1,TRBJ1-4	FALSE	FALSE	1	HIP02947
TRBJ1-1,TRBJ1-6	FALSE	FALSE	2	HIP02947
TRBJ1-1,TRBJ2-6	TRUE	TRUE	1	HIP02947
TRBJ1-1,TRBJ2-7	TRUE	TRUE	1	HIP02947
TRBJ1-2	FALSE	FALSE	7150	HIP02947
TRBJ1-2	FALSE	TRUE	552	HIP02947
TRBJ1-2	TRUE	TRUE	39434	HIP02947
TRBJ1-2,TRBJ1-6	FALSE	FALSE	1	HIP02947
TRBJ1-2,TRBJ2-1,TRBJ2-5	TRUE	TRUE	1	HIP02947
TRBJ1-2,TRBJ2-2P	FALSE	FALSE	1	HIP02947
TRBJ1-2,TRBJ2-2P	TRUE	TRUE	1	HIP02947
TRBJ1-2,TRBJ2-7	TRUE	TRUE	2	HIP02947
TRBJ1-3	FALSE	FALSE	2209	HIP02947
TRBJ1-3	FALSE	TRUE	177	HIP02947
TRBJ1-3	TRUE	TRUE	10895	HIP02947
TRBJ1-3,TRBJ2-2	TRUE	TRUE	1	HIP02947
TRBJ1-4	FALSE	FALSE	2921	HIP02947
TRBJ1-4	FALSE	TRUE	267	HIP02947
TRBJ1-4	TRUE	TRUE	14387	HIP02947
TRBJ1-4,TRBJ2-1,TRBJ2-2	FALSE	FALSE	1	HIP02947
TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	HIP02947
TRBJ1-4,TRBJ2-2	TRUE	TRUE	1	HIP02947
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	HIP02947
TRBJ1-4,TRBJ2-4,TRBJ2-5	TRUE	TRUE	1	HIP02947
TRBJ1-5	FALSE	FALSE	6702	HIP02947
TRBJ1-5	FALSE	TRUE	549	HIP02947
TRBJ1-5	TRUE	TRUE	23866	HIP02947
TRBJ1-5,TRBJ2-2P	FALSE	FALSE	1	HIP02947
TRBJ1-6	FALSE	FALSE	2062	HIP02947
TRBJ1-6	FALSE	TRUE	161	HIP02947
TRBJ1-6	TRUE	TRUE	8904	HIP02947
TRBJ1-6,TRBJ2-6	FALSE	FALSE	1	HIP02947
TRBJ2-1	FALSE	FALSE	8749	HIP02947
TRBJ2-1	FALSE	TRUE	1111	HIP02947
TRBJ2-1	TRUE	TRUE	46985	HIP02947
TRBJ2-1,TRBJ2-2P,TRBJ2-5	FALSE	FALSE	1	HIP02947
TRBJ2-1,TRBJ2-2P,TRBJ2-5	FALSE	TRUE	1	HIP02947
TRBJ2-1,TRBJ2-5	FALSE	FALSE	69	HIP02947
TRBJ2-1,TRBJ2-5	FALSE	TRUE	9	HIP02947
TRBJ2-1,TRBJ2-5	TRUE	TRUE	89	HIP02947
TRBJ2-1,TRBJ2-7	FALSE	FALSE	11	HIP02947
TRBJ2-1,TRBJ2-7	TRUE	TRUE	17	HIP02947
TRBJ2-2	FALSE	FALSE	4244	HIP02947
TRBJ2-2	FALSE	TRUE	485	HIP02947
TRBJ2-2	TRUE	TRUE	23404	HIP02947
TRBJ2-2P	FALSE	FALSE	2	HIP02947
TRBJ2-3	FALSE	FALSE	5746	HIP02947
TRBJ2-3	FALSE	TRUE	748	HIP02947
TRBJ2-3	TRUE	TRUE	32343	HIP02947
TRBJ2-4	FALSE	FALSE	1986	HIP02947
TRBJ2-4	FALSE	TRUE	213	HIP02947
TRBJ2-4	TRUE	TRUE	5897	HIP02947
TRBJ2-4,TRBJ2-7	TRUE	TRUE	1	HIP02947
TRBJ2-5	FALSE	FALSE	5295	HIP02947
TRBJ2-5	FALSE	TRUE	739	HIP02947
TRBJ2-5	TRUE	TRUE	26822	HIP02947
TRBJ2-5,TRBJ2-7	FALSE	FALSE	16	HIP02947
TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	HIP02947
TRBJ2-5,TRBJ2-7	TRUE	TRUE	55	HIP02947
TRBJ2-6	FALSE	FALSE	1152	HIP02947
TRBJ2-6	FALSE	TRUE	90	HIP02947
TRBJ2-6	TRUE	TRUE	5123	HIP02947
TRBJ2-6,TRBJ2-7	TRUE	TRUE	1	HIP02947
TRBJ2-7	FALSE	FALSE	14558	HIP02947
TRBJ2-7	FALSE	TRUE	1452	HIP02947
TRBJ2-7	TRUE	TRUE	66071	HIP02947
TRBJ1-1	FALSE	FALSE	4835	HIP02962
TRBJ1-1	FALSE	TRUE	417	HIP02962
TRBJ1-1	TRUE	TRUE	27591	HIP02962
TRBJ1-1,TRBJ1-3	FALSE	FALSE	1	HIP02962
TRBJ1-1,TRBJ2-2	TRUE	TRUE	1	HIP02962
TRBJ1-2	FALSE	FALSE	4925	HIP02962
TRBJ1-2	FALSE	TRUE	351	HIP02962
TRBJ1-2	TRUE	TRUE	26337	HIP02962
TRBJ1-2,TRBJ2-3	FALSE	TRUE	1	HIP02962
TRBJ1-3	FALSE	FALSE	1457	HIP02962
TRBJ1-3	FALSE	TRUE	107	HIP02962
TRBJ1-3	TRUE	TRUE	8019	HIP02962
TRBJ1-4	FALSE	FALSE	1820	HIP02962
TRBJ1-4	FALSE	TRUE	156	HIP02962
TRBJ1-4	TRUE	TRUE	9143	HIP02962
TRBJ1-4,TRBJ2-3	TRUE	TRUE	1	HIP02962
TRBJ1-5	FALSE	FALSE	4199	HIP02962
TRBJ1-5	FALSE	TRUE	327	HIP02962
TRBJ1-5	TRUE	TRUE	14977	HIP02962
TRBJ1-6	FALSE	FALSE	1410	HIP02962
TRBJ1-6	FALSE	TRUE	108	HIP02962
TRBJ1-6	TRUE	TRUE	7044	HIP02962
TRBJ1-6,TRBJ2-2P	TRUE	TRUE	1	HIP02962
TRBJ2-1	FALSE	FALSE	5317	HIP02962
TRBJ2-1	FALSE	TRUE	665	HIP02962
TRBJ2-1	TRUE	TRUE	25402	HIP02962
TRBJ2-1,TRBJ2-2,TRBJ2-5	TRUE	TRUE	1	HIP02962
TRBJ2-1,TRBJ2-2P,TRBJ2-5	FALSE	FALSE	1	HIP02962
TRBJ2-1,TRBJ2-5	FALSE	FALSE	36	HIP02962
TRBJ2-1,TRBJ2-5	FALSE	TRUE	3	HIP02962
TRBJ2-1,TRBJ2-5	TRUE	TRUE	61	HIP02962
TRBJ2-1,TRBJ2-5,TRBJ2-6	TRUE	TRUE	1	HIP02962
TRBJ2-1,TRBJ2-7	FALSE	FALSE	13	HIP02962
TRBJ2-1,TRBJ2-7	TRUE	TRUE	12	HIP02962
TRBJ2-2	FALSE	FALSE	2369	HIP02962
TRBJ2-2	FALSE	TRUE	269	HIP02962
TRBJ2-2	TRUE	TRUE	12307	HIP02962
TRBJ2-2P	FALSE	FALSE	2	HIP02962
TRBJ2-2P	TRUE	TRUE	1	HIP02962
TRBJ2-3	FALSE	FALSE	3694	HIP02962
TRBJ2-3	FALSE	TRUE	431	HIP02962
TRBJ2-3	TRUE	TRUE	19055	HIP02962
TRBJ2-4	FALSE	FALSE	952	HIP02962
TRBJ2-4	FALSE	TRUE	114	HIP02962
TRBJ2-4	TRUE	TRUE	2804	HIP02962
TRBJ2-5	FALSE	FALSE	3286	HIP02962
TRBJ2-5	FALSE	TRUE	412	HIP02962
TRBJ2-5	TRUE	TRUE	15867	HIP02962
TRBJ2-5,TRBJ2-7	FALSE	FALSE	10	HIP02962
TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	HIP02962
TRBJ2-5,TRBJ2-7	TRUE	TRUE	56	HIP02962
TRBJ2-6	FALSE	FALSE	708	HIP02962
TRBJ2-6	FALSE	TRUE	62	HIP02962
TRBJ2-6	TRUE	TRUE	3613	HIP02962
TRBJ2-6,TRBJ2-7	TRUE	TRUE	1	HIP02962
TRBJ2-7	FALSE	FALSE	9036	HIP02962
TRBJ2-7	FALSE	TRUE	976	HIP02962
TRBJ2-7	TRUE	TRUE	34587	HIP02962
TRBJ1-1	FALSE	FALSE	2533	HIP02997
TRBJ1-1	FALSE	TRUE	199	HIP02997
TRBJ1-1	TRUE	TRUE	12331	HIP02997
TRBJ1-1,TRBJ1-3,TRBJ2-3	FALSE	FALSE	2	HIP02997
TRBJ1-1,TRBJ1-4	TRUE	TRUE	1	HIP02997
TRBJ1-1,TRBJ2-2	FALSE	FALSE	1	HIP02997
TRBJ1-2	FALSE	FALSE	2340	HIP02997
TRBJ1-2	FALSE	TRUE	185	HIP02997
TRBJ1-2	TRUE	TRUE	11184	HIP02997
TRBJ1-2,TRBJ2-1,TRBJ2-5	FALSE	FALSE	1	HIP02997
TRBJ1-2,TRBJ2-2P	FALSE	FALSE	1	HIP02997
TRBJ1-3	FALSE	FALSE	857	HIP02997
TRBJ1-3	FALSE	TRUE	66	HIP02997
TRBJ1-3	TRUE	TRUE	3987	HIP02997
TRBJ1-3,TRBJ2-2	FALSE	FALSE	1	HIP02997
TRBJ1-4	FALSE	FALSE	1285	HIP02997
TRBJ1-4	FALSE	TRUE	102	HIP02997
TRBJ1-4	TRUE	TRUE	5189	HIP02997
TRBJ1-4,TRBJ2-2	FALSE	FALSE	1	HIP02997
TRBJ1-5	FALSE	FALSE	2643	HIP02997
TRBJ1-5	FALSE	TRUE	207	HIP02997
TRBJ1-5	TRUE	TRUE	8855	HIP02997
TRBJ1-6	FALSE	FALSE	1030	HIP02997
TRBJ1-6	FALSE	TRUE	82	HIP02997
TRBJ1-6	TRUE	TRUE	4447	HIP02997
TRBJ2-1	FALSE	FALSE	4265	HIP02997
TRBJ2-1	FALSE	TRUE	512	HIP02997
TRBJ2-1	TRUE	TRUE	16712	HIP02997
TRBJ2-1,TRBJ2-5	FALSE	FALSE	28	HIP02997
TRBJ2-1,TRBJ2-5	FALSE	TRUE	1	HIP02997
TRBJ2-1,TRBJ2-5	TRUE	TRUE	45	HIP02997
TRBJ2-1,TRBJ2-7	FALSE	FALSE	2	HIP02997
TRBJ2-1,TRBJ2-7	TRUE	TRUE	6	HIP02997
TRBJ2-2	FALSE	FALSE	2178	HIP02997
TRBJ2-2	FALSE	TRUE	247	HIP02997
TRBJ2-2	TRUE	TRUE	9386	HIP02997
TRBJ2-2P	FALSE	FALSE	1	HIP02997
TRBJ2-2P,TRBJ2-7	FALSE	FALSE	1	HIP02997
TRBJ2-3	FALSE	FALSE	3255	HIP02997
TRBJ2-3	FALSE	TRUE	432	HIP02997
TRBJ2-3	TRUE	TRUE	13658	HIP02997
TRBJ2-4	FALSE	FALSE	856	HIP02997
TRBJ2-4	FALSE	TRUE	88	HIP02997
TRBJ2-4	TRUE	TRUE	2067	HIP02997
TRBJ2-5	FALSE	FALSE	2941	HIP02997
TRBJ2-5	FALSE	TRUE	389	HIP02997
TRBJ2-5	TRUE	TRUE	11259	HIP02997
TRBJ2-5,TRBJ2-7	FALSE	FALSE	5	HIP02997
TRBJ2-5,TRBJ2-7	FALSE	TRUE	1	HIP02997
TRBJ2-5,TRBJ2-7	TRUE	TRUE	43	HIP02997
TRBJ2-6	FALSE	FALSE	499	HIP02997
TRBJ2-6	FALSE	TRUE	42	HIP02997
TRBJ2-6	TRUE	TRUE	2290	HIP02997
TRBJ2-7	FALSE	FALSE	7962	HIP02997
TRBJ2-7	FALSE	TRUE	769	HIP02997
TRBJ2-7	TRUE	TRUE	25224	HIP02997
TRBJ1-1	FALSE	FALSE	6757	HIP03004
TRBJ1-1	FALSE	TRUE	579	HIP03004
TRBJ1-1	TRUE	TRUE	38082	HIP03004
TRBJ1-1,TRBJ1-3	TRUE	TRUE	1	HIP03004
TRBJ1-1,TRBJ1-6	FALSE	FALSE	1	HIP03004
TRBJ1-1,TRBJ2-1	FALSE	FALSE	1	HIP03004
TRBJ1-1,TRBJ2-2	FALSE	FALSE	3	HIP03004
TRBJ1-1,TRBJ2-2	TRUE	TRUE	1	HIP03004
TRBJ1-1,TRBJ2-5	TRUE	TRUE	1	HIP03004
TRBJ1-2	FALSE	FALSE	6089	HIP03004
TRBJ1-2	FALSE	TRUE	412	HIP03004
TRBJ1-2	TRUE	TRUE	33798	HIP03004
TRBJ1-2,TRBJ1-6	FALSE	FALSE	1	HIP03004
TRBJ1-2,TRBJ2-1	TRUE	TRUE	1	HIP03004
